Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
OR11H7		14q11.2	AMP	7	408	1.7%	No
RAB17		2q37.3	HOMDEL	13	408	3.2%	No
TRAV21		14q11.2	HOMDEL	4	408	1.0%	No
SLC6A10P		16p11.2	AMP	10	408	2.5%	No
RTP5		2q37.3	HOMDEL	16	408	3.9%	No
POR		7q11.23	AMP	5	408	1.2%	No
GMDS		6p25.3	HOMDEL	12	408	2.9%	No
TMEM134		11q13.2	AMP	13	408	3.2%	No
NEIL3		4q34.3	AMP	3	408	0.7%	No
ATP11B		3q26.33	AMP	19	408	4.7%	No
MCM9		6q22.31	AMP	1	408	0.2%	No
LINC00102		Xp22.33 and Yp11.31	AMP	7	408	1.7%	No
SLC24A5		15q21.1	AMP	1	408	0.2%	No
ZBTB9		6p21.32	HOMDEL	2	408	0.5%	No
TRAV20		14q11.2	HOMDEL	4	408	1.0%	No
RGS6		14q24.2	HOMDEL	2	408	0.5%	No
CD226		18q22.2	AMP	1	408	0.2%	No
RNU6ATAC5P		4q13.3	AMP	9	408	2.2%	No
OR11H6		14q11.2	AMP	7	408	1.7%	No
RN7SKP95		15q21.3	HOMDEL	3	408	0.7%	No
COP1		1q25.1-q25.2	HOMDEL	1	408	0.2%	Yes
MCM8		20p12.3	AMP	1	408	0.2%	No
CDC73		1q31.2	HOMDEL	2	408	0.5%	Yes
SAP30		4q34.1	HOMDEL	9	408	2.2%	No
FYB2		1p32.2	AMP	9	408	2.2%	No
DMRTC1B		Xq13.1	HOMDEL	3	408	0.7%	No
ATP11A		13q34	AMP	15	408	3.7%	No
PKHD1		6p12.3-p12.2	AMP	5	408	1.2%	No
CFAP276		1p13.3	AMP	3	408	0.7%	No
ASAH2		10q11.23	AMP	6	408	1.5%	No
ODC1		2p25.1	AMP	11	408	2.7%	No
TMEM139		7q34	AMP	2	408	0.5%	No
KGD4		5q13.2	HOMDEL	8	408	2.0%	No
LRIT2		10q23.1	AMP	4	408	1.0%	No
PROSER1		13q13.3	HOMDEL	15	408	3.7%	No
GUCY1B1		4q32.1	AMP	4	408	1.0%	No
RALB		2q14.2	AMP	2	408	0.5%	No
LOH12CR2		12p13.2	AMP	3	408	0.7%	No
ELOB		16p13.3	HOMDEL	6	408	1.5%	No
CORO1A		16p11.2	AMP	13	408	3.2%	No
OR2A14		7q35	HOMDEL	1	408	0.2%	No
TAF1A		1q41	AMP	2	408	0.5%	No
SASH3		Xq26.1	HOMDEL	3	408	0.7%	No
SH3GL1		19p13.3	AMP	1	408	0.2%	Yes
RAB12		18p11.22	HOMDEL	1	408	0.2%	No
TMEM138		11q12.2	AMP	5	408	1.2%	No
ITPA		20p13	AMP	1	408	0.2%	No
B3GNT7		2q37.1	HOMDEL	11	408	2.7%	No
RN7SKP96		4q21.3	HOMDEL	3	408	0.7%	No
SGSM1		22q11.23	HOMDEL	3	408	0.7%	No
SEMG1		20q13.12	HOMDEL	1	408	0.2%	No
ODAD3		19p13.2	HOMDEL	1	408	0.2%	No
EDN3		20q13.32	AMP	4	408	1.0%	No
LRIT3		4q25	AMP	2	408	0.5%	No
IL1R2		2q11.2	AMP	7	408	1.7%	No
LINC00106		Xp22.33 and Yp11.32	AMP	7	408	1.7%	No
LRP6		12p13.2	HOMDEL	4	408	1.0%	Yes
SGSM2		17p13.3	HOMDEL	7	408	1.7%	No
NUTM1		15q14	HOMDEL	3	408	0.7%	Yes
PEA15		1q23.2	AMP	52	408	12.7%	No
HMBOX1		8p21.1-p12	HOMDEL	23	408	5.6%	No
RN7SKP97		8q12.3	HOMDEL	1	408	0.2%	No
MYPN		10q21.3	AMP	4	408	1.0%	No
VSIR		10q22.1	AMP	6	408	1.5%	No
TAF1B		2p25.1	AMP	15	408	3.7%	No
SH3GL2		9p22.2	AMP	6	408	1.5%	No
OOSP1		11q12.1	HOMDEL	1	408	0.2%	No
MGAT4C		12q21.31-q21.32	HOMDEL	1	408	0.2%	No
CRYGS		3q27.3	AMP	18	408	4.4%	No
CORO1C		12q24.11	AMP	4	408	1.0%	No
PROSER3		19q13.12	HOMDEL	2	408	0.5%	No
IDE		10q23.33	AMP	2	408	0.5%	No
ODAD2		10p12.1	HOMDEL	2	408	0.5%	No
SUPT4H1		17q22	HOMDEL	1	408	0.2%	No
CXXC1		18q21.1	HOMDEL	3	408	0.7%	No
GUCY1B2		13q14.3	AMP	2	408	0.5%	No
SH3GL3		15q25.2	AMP	1	408	0.2%	No
SGSM3		22q13.1	HOMDEL	4	408	1.0%	No
FERD3L		7p21.1	AMP	14	408	3.4%	No
RN7SL402P		19q13.12	HOMDEL	2	408	0.5%	No
LRIT1		10q23.1	AMP	4	408	1.0%	No
CAPN2		1q41	HOMDEL	2	408	0.5%	No
CORO1B		11q13.2	AMP	13	408	3.2%	No
TAF1C		16q24.1	AMP	8	408	2.0%	No
RSRP1		1p36.11	AMP	5	408	1.2%	No
RN7SL361P		2p16.1	AMP	11	408	2.7%	No
OR5B17		11q12.1	HOMDEL	1	408	0.2%	No
ASCC3		6q16.3	AMP	2	408	0.5%	No
PROSER2		10p14	HOMDEL	1	408	0.2%	No
RN7SKP98		1q32.3	HOMDEL	3	408	0.7%	No
SRCIN1		17q12	HOMDEL	1	408	0.2%	No
RPL10L		14q21.2	HOMDEL	3	408	0.7%	No
RAB14		9q33.2	HOMDEL	4	408	1.0%	No
B3GNT9		16q22.1	HOMDEL	2	408	0.5%	No
VWA7		6p21.33	AMP	8	408	2.0%	No
DHX30		3p21.31	HOMDEL	5	408	1.2%	No
ARMCX6		Xq22.1	HOMDEL	2	408	0.5%	No
TBCCD1		3q27.3	AMP	18	408	4.4%	No
NTS		12q21.31	AMP	2	408	0.5%	No
RN7SL700P		13q14.2	AMP	1	408	0.2%	No
MCTP2		15q26.2	AMP	1	408	0.2%	No
CAPN15		16p13.3	HOMDEL	5	408	1.2%	No
FAS		10q23.31	HOMDEL	10	408	2.5%	Yes
POLR2D		2q14.3	AMP	4	408	1.0%	No
MARCHF2		19p13.2	HOMDEL	1	408	0.2%	No
NABP1		2q32.3	AMP	5	408	1.2%	No
VAMP2		17p13.1	HOMDEL	7	408	1.7%	No
ZNF385B		2q31.2-q31.3	HOMDEL	2	408	0.5%	No
MEI1		22q13.2	AMP	1	408	0.2%	No
MAPK11		22q13.33	HOMDEL	11	408	2.7%	No
GUSBP1		5p14.3	AMP	30	408	7.4%	No
RN7SL683P		14q24.2	HOMDEL	2	408	0.5%	No
POLR2E		19p13.3	AMP	1	408	0.2%	No
SNORD32B		6p22.1	AMP	8	408	2.0%	No
RSPH4A		6q22.1	HOMDEL	6	408	1.5%	No
CRX		19q13.33	AMP	4	408	1.0%	No
VAMP1		12p13.31	HOMDEL	2	408	0.5%	No
CAPN14		2p23.1	HOMDEL	1	408	0.2%	No
VWA8		13q14.11	AMP	4	408	1.0%	No
LYN		8q12.1	AMP	12	408	2.9%	Yes
RUSF1		16p11.2	AMP	5	408	1.2%	No
CHD9		16q12.2	HOMDEL	4	408	1.0%	No
NABP2		12q13.3	AMP	6	408	1.5%	No
SPAG11B		8p23.1	HOMDEL	32	408	7.8%	No
MARCHF1		4q32.2-q32.3	HOMDEL	10	408	2.5%	No
FAM138A		1p36.33	HOMDEL	1	408	0.2%	No
ZMAT4		8p11.21	HOMDEL	9	408	2.2%	No
C6ORF58		6q22.33	AMP	3	408	0.7%	No
NONO		Xq13.1	HOMDEL	3	408	0.7%	Yes
MAPK12		22q13.33	HOMDEL	11	408	2.7%	No
GUSBP2		6p22.2	AMP	12	408	2.9%	No
SOX1-OT		13q34	AMP	15	408	3.7%	No
FAM138B		2q14.1	HOMDEL	1	408	0.2%	No
CDK5RAP2		9q33.2	HOMDEL	3	408	0.7%	No
MEOX2		7p21.2	HOMDEL	1	408	0.2%	No
POLR2F		22q13.1	AMP	4	408	1.0%	No
RN7SL346P		15q26.1	AMP	2	408	0.5%	No
CAPN13		2p23.1	HOMDEL	1	408	0.2%	No
CCDC28B		1p35.2	HOMDEL	1	408	0.2%	No
DHX32		10q26.2	HOMDEL	10	408	2.5%	No
WTIP		19q13.11	HOMDEL	1	408	0.2%	No
MARCHF4		2q35	HOMDEL	8	408	2.0%	No
IDH3G		Xq28	HOMDEL	4	408	1.0%	No
SNORA75		2q37.1	AMP	7	408	1.7%	No
SPAG11A		8p23.1	HOMDEL	32	408	7.8%	No
ADHFE1		8q13.1	AMP	14	408	3.4%	Yes
ARMCX4		Xq22.1	HOMDEL	2	408	0.5%	No
RN7SL33P		17p13.3	HOMDEL	7	408	1.7%	No
CSF2		5q31.1	HOMDEL	3	408	0.7%	No
GOLT1B		12p12.1	HOMDEL	1	408	0.2%	No
ARMCX5		Xq22.1	HOMDEL	2	408	0.5%	No
TRAV27		14q11.2	HOMDEL	4	408	1.0%	No
SNORD79		1q25.1	HOMDEL	10	408	2.5%	No
CHD8		14q11.2	HOMDEL	4	408	1.0%	No
FAM138C		9p24.3	HOMDEL	13	408	3.2%	No
CAMK1D		10p13	HOMDEL	1	408	0.2%	No
MARCHF3		5q23.2	HOMDEL	4	408	1.0%	No
LACTB		15q22.2	AMP	1	408	0.2%	No
SNORA77		1q32.1	AMP	2	408	0.5%	No
IRAG1		11p15.4	HOMDEL	5	408	1.2%	No
TELO2		16p13.3	HOMDEL	7	408	1.7%	No
FAM153A		5q35.3	HOMDEL	6	408	1.5%	No
RNF144B		6p22.3	AMP	28	408	6.9%	No
MTTP		4q23	HOMDEL	1	408	0.2%	No
SNORD78		1q25.1	HOMDEL	1	408	0.2%	No
LRRC37A4P		17q21.31	HOMDEL	1	408	0.2%	No
APTX		9p21.1	HOMDEL	1	408	0.2%	No
ARMCX2		Xq22.1	HOMDEL	2	408	0.5%	No
RAB18		10p12.1	HOMDEL	2	408	0.5%	No
PLAC1		Xq26.3	AMP	4	408	1.0%	No
POLR2G		11q12.3	AMP	5	408	1.2%	No
CAMK1G		1q32.2	HOMDEL	2	408	0.5%	No
FAM153B		5q35.2	HOMDEL	6	408	1.5%	No
MARCHF5		10q23.32-q23.33	HOMDEL	4	408	1.0%	No
SNORA78		16p13.3	AMP	71	408	17.4%	No
PYCR3		8q24.3	AMP	19	408	4.7%	No
IRAG2		12p12.1	HOMDEL	1	408	0.2%	No
FAM204A		10q26.11	AMP	2	408	0.5%	No
CSNK1E		22q13.1	HOMDEL	3	408	0.7%	No
FIBIN		11p14.2	HOMDEL	3	408	0.7%	No
POLR2H		3q27.1	AMP	17	408	4.2%	No
RAB19		7q34	HOMDEL	1	408	0.2%	No
IDH3A		15q25.1	HOMDEL	1	408	0.2%	No
CAPN10		2q37.3	HOMDEL	17	408	4.2%	No
ARMCX3		Xq22.1	HOMDEL	2	408	0.5%	No
TRAV25		14q11.2	HOMDEL	4	408	1.0%	No
POM121L4P		22q11.2	HOMDEL	2	408	0.5%	No
ANKRD26P1		16q11.2	AMP	10	408	2.5%	No
HAX1		1q21.3	AMP	24	408	5.9%	No
PYCR2		1q42.12	AMP	1	408	0.2%	No
SNORA79		14q31.1	AMP	6	408	1.5%	No
FNIP1		5q31.1	HOMDEL	5	408	1.2%	No
ARMCX1		Xq22.1	HOMDEL	2	408	0.5%	No
SNORD77		1q25.1	HOMDEL	4	408	1.0%	No
POLR2I		19q13.12	AMP	12	408	2.9%	No
RN7SKP90		11p15.1	HOMDEL	5	408	1.2%	No
TRAV24		14q11.2	HOMDEL	4	408	1.0%	No
TNFRSF11A		18q21.33	HOMDEL	7	408	1.7%	Yes
ZNF385D		3p24.3	HOMDEL	2	408	0.5%	No
RN7SL656P		17q21.31	AMP	4	408	1.0%	No
NTAN1		16p13.11	AMP	10	408	2.5%	No
SLFNL1		1p34.2	AMP	22	408	5.4%	No
OIT3		10q22.1	AMP	6	408	1.5%	No
RNF144A		2p25.1	AMP	11	408	2.7%	No
RALY		20q11.22	AMP	20	408	4.9%	No
POLR2J		7q22.1	AMP	6	408	1.5%	No
RN7SKP91		1p35.2	HOMDEL	2	408	0.5%	No
CSNK1D		17q25.3	HOMDEL	2	408	0.5%	No
HCRT		17q21.2	AMP	4	408	1.0%	No
M6PR		12p13.31	AMP	6	408	1.5%	No
ACCS		11p11.2	AMP	3	408	0.7%	No
MAPK10		4q21.3	HOMDEL	7	408	1.7%	No
DHX37		12q24.31	HOMDEL	1	408	0.2%	No
SMAD9		13q13.3	HOMDEL	14	408	3.4%	No
RN7SL192P		19p13.2	AMP	6	408	1.5%	No
ITIH3		3p21.1	HOMDEL	7	408	1.7%	No
TAS2R41		7q35	HOMDEL	1	408	0.2%	No
CHD3		17p13.1	HOMDEL	7	408	1.7%	No
ERAP1		5q15	AMP	1	408	0.2%	No
CACUL1		10q26.11	AMP	3	408	0.7%	No
ERAP2		5q15	AMP	1	408	0.2%	No
VWA1		1p36.33	AMP	3	408	0.7%	No
ITIH2		10p14	HOMDEL	1	408	0.2%	No
ETNPPL		4q25	AMP	2	408	0.5%	No
TFG		3q12.2	AMP	7	408	1.7%	Yes
TSIX		Xq13.2	HOMDEL	2	408	0.5%	No
FNIP2		4q32.1	HOMDEL	7	408	1.7%	No
DDX4		5q11.2	HOMDEL	8	408	2.0%	Yes
TAS2R42		12p13.2	HOMDEL	4	408	1.0%	No
DHX38		16q22.2	HOMDEL	1	408	0.2%	No
TEX2		17q23.3	AMP	16	408	3.9%	No
L1CAM-AS1		Xq28	HOMDEL	4	408	1.0%	No
MARCHF8		10q11.21-q11.22	HOMDEL	3	408	0.7%	No
RNA5SP489		21q21.2	AMP	3	408	0.7%	No
CRYGA		2q33.3	AMP	1	408	0.2%	No
PCYT2		17q25.3	AMP	12	408	2.9%	No
SMAD7		18q21.1	HOMDEL	2	408	0.5%	No
RAB40AL		Xq22.1	AMP	3	408	0.7%	No
VAMP7		Xq28 and Yq12	HOMDEL	5	408	1.2%	No
NRP2		2q33.3	AMP	1	408	0.2%	No
CHD2		15q26.1	HOMDEL	3	408	0.7%	Yes
CES5AP1		22q11.23	AMP	14	408	3.4%	No
CRYGB		2q33.3	AMP	1	408	0.2%	No
ITIH5		10p14	HOMDEL	1	408	0.2%	No
VPS37A		8p22	HOMDEL	31	408	7.6%	No
LYG2		2q11.2	AMP	10	408	2.5%	No
FAM167A-AS1		8p23.1	HOMDEL	30	408	7.4%	No
SLC10A1		14q24.1	AMP	1	408	0.2%	No
FRAT2		10q24.1	HOMDEL	5	408	1.2%	No
ENG		9q34.11	AMP	1	408	0.2%	No
MICAL3		22q11.21	AMP	5	408	1.2%	No
TXN		9q31.3	HOMDEL	4	408	1.0%	No
NPTN		15q24.1	AMP	1	408	0.2%	No
RPL10A		6p21.31	HOMDEL	1	408	0.2%	No
CHD1		5q15-q21.1	HOMDEL	4	408	1.0%	No
SERTM2		Xq23	HOMDEL	3	408	0.7%	No
PIMREG		17p13.2	HOMDEL	7	408	1.7%	No
KCNMB3P1		22q11.1	AMP	5	408	1.2%	No
ITIH4		3p21.1	HOMDEL	7	408	1.7%	No
TAS2R40		7q34	HOMDEL	1	408	0.2%	No
PRIMPOL		4q35.1	HOMDEL	10	408	2.5%	No
GTF2A1		14q31.1	AMP	3	408	0.7%	No
LYG1		2q11.2	AMP	10	408	2.5%	No
LRRCC1		8q21.2	AMP	23	408	5.6%	No
FRAT1		10q24.1	HOMDEL	5	408	1.2%	No
MTND1P15		17p11.2	HOMDEL	4	408	1.0%	No
SLC10A2		13q33.1	AMP	11	408	2.7%	No
ZMAT2		5q31.3	HOMDEL	1	408	0.2%	No
TAF12		1p35.3	AMP	3	408	0.7%	No
CHD7		8q12.2	HOMDEL	2	408	0.5%	No
TARM1		19q13.42	AMP	14	408	3.4%	No
SLC41A3		3q21.2-q21.3	AMP	6	408	1.5%	No
ANPEP		15q26.1	AMP	2	408	0.5%	No
MTA1		14q32.33	AMP	5	408	1.2%	No
CRYGC		2q33.3	AMP	1	408	0.2%	No
FAM138D		12p13.33	HOMDEL	1	408	0.2%	No
TP53		17p13.1	HOMDEL	11	408	2.7%	Yes
ADIPOR2		12p13.33	HOMDEL	1	408	0.2%	No
CSF1		1p13.3	HOMDEL	1	408	0.2%	Yes
RN7SL217P		3p21.31	HOMDEL	7	408	1.7%	No
NADK2		5p13.2	AMP	35	408	8.6%	No
PLEKHN1		1p36.33	HOMDEL	1	408	0.2%	No
LGMN		14q32.12	HOMDEL	6	408	1.5%	No
STMN1P1		12p11.21	AMP	8	408	2.0%	No
GCFC2		2p12	AMP	6	408	1.5%	No
PLAC8		4q21.22	AMP	1	408	0.2%	No
DHX33		17p13.2	HOMDEL	7	408	1.7%	No
LMNTD1		12p12.1	AMP	15	408	3.7%	No
FNTA		8p11.21	HOMDEL	7	408	1.7%	No
SNORA70		Xq28	AMP	3	408	0.7%	No
CLYBL		13q32.3	AMP	12	408	2.9%	No
CCDC28A		6q24.1	HOMDEL	2	408	0.5%	No
TAF13		1p13.3	AMP	3	408	0.7%	No
RN7SL177P		5q33.2	AMP	1	408	0.2%	No
ZMAT1		Xq22.1	HOMDEL	4	408	1.0%	No
CRYGD		2q33.3	AMP	1	408	0.2%	No
SORL1		11q24.1	HOMDEL	3	408	0.7%	No
TEX22		14q32.33	HOMDEL	8	408	2.0%	No
MICAL2		11p15.3	AMP	1	408	0.2%	No
PLAC9		10q22.3	AMP	9	408	2.2%	No
POLR2A		17p13.1	AMP	1	408	0.2%	No
OR8U1		11q12.1	AMP	6	408	1.5%	No
TAF4B		18q11.2	HOMDEL	2	408	0.5%	No
MTA3		2p21	AMP	5	408	1.2%	No
ARL13A		Xq22.1	AMP	6	408	1.5%	No
ITIH1		3p21.1	HOMDEL	7	408	1.7%	No
TAS2R43		12p13.2	HOMDEL	4	408	1.0%	No
SNORA72		8q22.2	AMP	3	408	0.7%	No
SLC10A4		4p11	AMP	2	408	0.5%	No
SLC41A1		1q32.1	AMP	3	408	0.7%	No
SMAD4		18q21.2	HOMDEL	6	408	1.5%	Yes
POLR2B		4q12	AMP	7	408	1.7%	No
IDS		Xq28	AMP	7	408	1.7%	No
FAM138E		15q26.3	HOMDEL	3	408	0.7%	No
C6ORF52		6p24.2	AMP	10	408	2.5%	No
CLPTM1L		5p15.33	AMP	40	408	9.8%	No
NMT2		10p13	HOMDEL	5	408	1.2%	No
SNORD32A		19q13.33	AMP	7	408	1.7%	No
CHD5		1p36.31	HOMDEL	1	408	0.2%	No
SLC41A2		12q23.3	AMP	4	408	1.0%	No
PDCD2L		19q13.11	HOMDEL	1	408	0.2%	No
MICAL1		6q21	AMP	1	408	0.2%	No
MTA2		11q12.3	AMP	6	408	1.5%	No
FAH		15q25.1	HOMDEL	1	408	0.2%	No
ARL13B		3q11.1-q11.2	AMP	12	408	2.9%	No
LYZ		12q15	AMP	33	408	8.1%	No
POLR2C		16q21	AMP	1	408	0.2%	No
INAVA		1q32.1	HOMDEL	1	408	0.2%	No
SLC10A3		Xq28	AMP	8	408	2.0%	No
NUMA1		11q13.4	HOMDEL	1	408	0.2%	Yes
TAF15		17q12	AMP	8	408	2.0%	Yes
DDX6		11q23.3	HOMDEL	2	408	0.5%	Yes
FNTB		14q23.3	HOMDEL	1	408	0.2%	No
SMAD5		5q31.1	HOMDEL	3	408	0.7%	No
CHD4		12p13.31	HOMDEL	2	408	0.5%	Yes
UNCX		7p22.3	HOMDEL	3	408	0.7%	No
IL23A		12q13.3	AMP	5	408	1.2%	No
FAM138F		19p13.3	HOMDEL	4	408	1.0%	No
NMT1		17q21.31	HOMDEL	1	408	0.2%	No
IGLL1		22q11.23	HOMDEL	3	408	0.7%	No
CASQ1		1q23.2	AMP	52	408	12.7%	No
TOP3B		22q11.22	AMP	14	408	3.4%	No
TMEM109		11q12.2	AMP	5	408	1.2%	No
TOMM40L		1q23.3	AMP	69	408	16.9%	No
MPDU1		17p13.1	HOMDEL	8	408	2.0%	No
SNORA40		11q21	AMP	7	408	1.7%	No
GIP		17q21.32	AMP	5	408	1.2%	No
PMVK		1q21.3	AMP	23	408	5.6%	No
BOLA3		2p13.1	AMP	6	408	1.5%	No
ASF1A		6q22.31	HOMDEL	7	408	1.7%	No
TCP11		6p21.31	HOMDEL	1	408	0.2%	No
RN7SL221P		6p25.1	AMP	14	408	3.4%	No
IMPG1		6q14.1	HOMDEL	4	408	1.0%	No
RNA5SP483		20q11.22	AMP	10	408	2.5%	No
SLC10A6		4q21.3	AMP	10	408	2.5%	No
PLCB2		15q15.1	HOMDEL	2	408	0.5%	No
RAB3C		5q11.2	HOMDEL	8	408	2.0%	No
APRT		16q24.3	HOMDEL	3	408	0.7%	No
PLCB1		20p12.3	HOMDEL	2	408	0.5%	No
NEGR1		1p31.1	AMP	8	408	2.0%	Yes
RAB3D		19p13.2	HOMDEL	2	408	0.5%	No
TMEM108		3q22.1	AMP	7	408	1.7%	No
TOP3A		17p11.2	AMP	3	408	0.7%	No
TEX26		13q12.3	HOMDEL	4	408	1.0%	No
STAT1		2q32.2	HOMDEL	3	408	0.7%	Yes
AKAP8L		19p13.12	HOMDEL	1	408	0.2%	No
PLA2G3		22q12.2	AMP	15	408	3.7%	No
TPRG1L		1p36.32	HOMDEL	1	408	0.2%	No
SLC10A5		8q21.13	AMP	22	408	5.4%	No
NANOS3		19p13.12	AMP	1	408	0.2%	No
RNA5SP482		20q11.21	AMP	23	408	5.6%	No
TTC14		3q26.33	AMP	16	408	3.9%	No
MAU2		19p13.11	AMP	3	408	0.7%	No
TRGV9		7p14.1	HOMDEL	2	408	0.5%	No
PPP1R12B		1q32.1	HOMDEL	3	408	0.7%	No
RNA5SP485		20q13.12	AMP	11	408	2.7%	No
NETO1		18q22.3	AMP	2	408	0.5%	No
BOLA1		1q21.2	AMP	40	408	9.8%	No
EDDM3B		14q11.2	HOMDEL	6	408	1.5%	No
TMEM107		17p13.1	AMP	1	408	0.2%	No
TTC17		11p12-p11.2	AMP	3	408	0.7%	No
NANOS2		19q13.32	AMP	9	408	2.2%	No
SCTR		2q14.2	AMP	2	408	0.5%	No
SNORA41		2q33.3	AMP	1	408	0.2%	No
H3C8		6p22.2	AMP	13	408	3.2%	Yes
TAS2R46		12p13.2	HOMDEL	4	408	1.0%	No
PLA2G5		1p36.13	AMP	3	408	0.7%	No
MAGEC3		Xq27.2	AMP	4	408	1.0%	No
TAF11		6p21.31	AMP	3	408	0.7%	No
RNA5SP484		20q12	AMP	8	408	2.0%	No
INKA1		3p21.31	HOMDEL	7	408	1.7%	No
ARAP1		11q13.4	HOMDEL	1	408	0.2%	No
OTX1		2p15	AMP	12	408	2.9%	No
SNRNP27		2p13.3	AMP	10	408	2.5%	No
NAP1L6P		Xq13.2	HOMDEL	2	408	0.5%	No
TEX28		Xq28	HOMDEL	3	408	0.7%	No
FBXL20		17q12	AMP	13	408	3.2%	No
CFAP418		8q22.1	AMP	34	408	8.3%	No
BOLA2		16p11.2	AMP	13	408	3.2%	No
SLC10A7		4q31.22	AMP	7	408	1.7%	No
PPP1R12C		19q13.42	HOMDEL	1	408	0.2%	No
RN7SL516P		2p23.2	AMP	7	408	1.7%	No
NR2E1		6q21	HOMDEL	9	408	2.2%	No
FOXQ1		6p25.3	HOMDEL	12	408	2.9%	No
FANK1		10q26.2	HOMDEL	10	408	2.5%	No
PLA2G7		6p12.3	AMP	6	408	1.5%	No
TTC12		11q23.2	AMP	1	408	0.2%	No
SCARB1		12q24.31	HOMDEL	1	408	0.2%	No
H3C7		6p22.2	AMP	13	408	3.2%	Yes
DECR1		8q21.3	AMP	26	408	6.4%	No
RN7SL188P		11p15.1	HOMDEL	4	408	1.0%	No
CSK		15q24.1	AMP	1	408	0.2%	No
ARAP2		4p14	HOMDEL	2	408	0.5%	No
FAM200B		4p15.32	HOMDEL	2	408	0.5%	No
MAGEC1		Xq27.2	AMP	4	408	1.0%	No
ZNF77		19p13.3	HOMDEL	1	408	0.2%	No
STAT4		2q32.2-q32.3	HOMDEL	3	408	0.7%	Yes
CSNK1A1P1		15q14	HOMDEL	2	408	0.5%	No
PPP1R36		14q23.3	HOMDEL	1	408	0.2%	No
DDX17		22q13.1	AMP	5	408	1.2%	No
SNORA44		1p35.3	AMP	39	408	9.6%	No
MXI1		10q25.2	HOMDEL	12	408	2.9%	No
ZBTB7B		1q21.3	HOMDEL	1	408	0.2%	No
ARAP3		5q31.3	HOMDEL	1	408	0.2%	No
PAIP2B		2p13.3	AMP	9	408	2.2%	No
RNA5SP486		20q13.13	AMP	10	408	2.5%	No
FAM200C		5q33.3	HOMDEL	3	408	0.7%	No
IMMP1L		11p13	AMP	6	408	1.5%	No
CFAP263		16q21	AMP	1	408	0.2%	No
PURG		8p12	HOMDEL	22	408	5.4%	No
TAAR3P		6q23.2	HOMDEL	3	408	0.7%	No
FBXL22		15q22.31	AMP	1	408	0.2%	No
MAGEC2		Xq27.2	AMP	5	408	1.2%	No
HIVEP2		6q24.2	AMP	2	408	0.5%	No
ZNF76		6p21.31	HOMDEL	1	408	0.2%	No
GARIN1B		7q32.1	HOMDEL	1	408	0.2%	No
PLA2G6		22q13.1	AMP	4	408	1.0%	No
SNRNP25		16p13.3	AMP	1	408	0.2%	No
STRBP		9q33.3	AMP	1	408	0.2%	No
RN7SL542P		7p15.3	HOMDEL	2	408	0.5%	No
GPX2		14q23.3	HOMDEL	1	408	0.2%	No
CHAT		10q11.23	HOMDEL	6	408	1.5%	No
ZFP28		19q13.43	AMP	15	408	3.7%	No
ZBTB7C		18q21.1	HOMDEL	3	408	0.7%	No
CSNK1A1L		13q13.3	HOMDEL	14	408	3.4%	No
IL12B		5q33.3	HOMDEL	3	408	0.7%	No
RAB3A		19p13.11	HOMDEL	1	408	0.2%	No
RN7SL841P		16q12.2	AMP	1	408	0.2%	No
RNA5SP488		21q11.2	AMP	7	408	1.7%	No
RN7SL498P		20p12.3	HOMDEL	1	408	0.2%	No
PIP5K1B		9q21.11	HOMDEL	4	408	1.0%	No
HIVEP1		6p24.1	AMP	18	408	4.4%	No
RN7SL531P		2p25.3	AMP	10	408	2.5%	No
GPX1		3p21.31	HOMDEL	7	408	1.7%	No
SPMIP11		12q13.12	AMP	2	408	0.5%	No
DECR2		16p13.3	AMP	1	408	0.2%	No
ZNF74		22q11.21	HOMDEL	2	408	0.5%	No
PUS7L		12q12	AMP	6	408	1.5%	No
GARIN1A		7q32.1	HOMDEL	1	408	0.2%	No
TTC13		1q42.2	AMP	6	408	1.5%	No
UNC45A		15q26.1	AMP	3	408	0.7%	No
SNORA46		16q21	AMP	4	408	1.0%	No
DEFB131A		4p16.1	HOMDEL	3	408	0.7%	No
H3C6		6p22.2	AMP	13	408	3.2%	Yes
RNA5SP487		20q13.2	AMP	4	408	1.0%	No
IGF2BP3		7p15.3	HOMDEL	2	408	0.5%	No
PIP5K1C		19p13.3	HOMDEL	1	408	0.2%	No
OLAH		10p13	HOMDEL	5	408	1.2%	No
DDX18		2q14.1	AMP	3	408	0.7%	No
PLXND1		3q22.1	HOMDEL	1	408	0.2%	No
UXS1		2q12.2	AMP	5	408	1.2%	No
POLR2K		8q22.2	AMP	62	408	15.2%	No
TSBP1		6p21.32	HOMDEL	2	408	0.5%	No
TRAV16		14q11.2	HOMDEL	4	408	1.0%	No
NOM1		7q36.3	HOMDEL	4	408	1.0%	No
PHF7		3p21.1	AMP	5	408	1.2%	No
CABCOCO1		10q21.2	HOMDEL	4	408	1.0%	No
ANKZF1		2q35	HOMDEL	8	408	2.0%	No
EFL1		15q25.2	AMP	1	408	0.2%	No
UNC45B		17q12	AMP	11	408	2.7%	No
ZC3H12C		11q22.3	HOMDEL	4	408	1.0%	No
SGK3		8q13.1	AMP	15	408	3.7%	No
CMBL		5p15.2	AMP	42	408	10.3%	No
LDLRAD3		11p13	AMP	9	408	2.2%	No
